"First_pokemon","Second_pokemon","Winner","First_Name","First_Type 1","First_Type 2","First_HP","First_Attack","First_Defense","First_Sp. Atk","First_Sp. Def","First_Speed","First_Generation","First_Legendary","Second_Name","Second_Type 1","Second_Type 2","Second_HP","Second_Attack","Second_Defense","Second_Sp. Atk","Second_Sp. Def","Second_Speed","Second_Generation","Second_Legendary"
410,539,410,"Mega Salamence","Dragon","Flying",95,145,130,120,90,120,3,False,"Mesprit","Psychic","",80,105,105,105,105,80,4,True
642,163,163,"Ducklett","Water","Flying",62,44,50,44,50,55,5,False,"Mewtwo","Psychic","",106,110,90,154,90,130,1,True
591,111,591,"Audino","Normal","",103,60,86,60,86,50,5,False,"Exeggcute","Grass","Psychic",60,40,80,60,45,40,1,False
333,426,426,"Aggron","Steel","Rock",70,110,180,60,60,50,3,False,"Rayquaza","Dragon","Flying",105,150,90,150,90,95,3,True
538,260,538,"Uxie","Psychic","",75,75,130,75,130,95,4,True,"Magby","Fire","",45,75,37,70,55,83,2,False
205,776,205,"Jumpluff","Grass","Flying",75,55,70,55,95,110,2,False,"Sliggoo","Dragon","",68,75,53,83,113,60,6,False
605,226,605,"Whirlipede","Bug","Poison",40,55,99,40,79,47,5,False,"Snubbull","Fairy","",60,80,50,40,40,30,2,False
191,215,191,"Togetic","Fairy","Flying",55,40,85,80,105,40,2,False,"Slowking","Water","Psychic",95,75,80,100,110,30,2,False
174,492,174,"Croconaw","Water","",65,80,80,59,63,58,2,False,"Gible","Dragon","Ground",58,70,45,40,45,42,4,False
164,349,164,"Mega Mewtwo X","Psychic","Fighting",106,190,100,154,100,130,1,True,"Sharpedo","Water","Dark",70,120,40,95,40,95,3,False
177,301,301,"Furret","Normal","",85,76,64,45,55,90,2,False,"Swellow","Normal","Flying",60,85,60,50,50,125,3,False
105,380,380,"Drowzee","Psychic","",60,48,45,43,90,42,1,False,"Anorith","Rock","Bug",45,95,50,40,50,75,3,False
351,417,351,"Wailmer","Water","",130,70,35,70,35,60,3,False,"Registeel","Steel","",80,75,150,75,150,50,3,True
466,371,466,"Buizel","Water","",55,65,35,60,30,85,4,False,"Solrock","Rock","Psychic",70,95,85,55,65,70,3,False
526,418,418,"Porygon-Z","Normal","",85,80,70,135,75,90,4,False,"Latias","Dragon","Psychic",80,80,90,110,130,110,3,True
682,286,682,"Mienshao","Fighting","",65,125,60,95,60,105,5,False,"Mightyena","Dark","",70,90,70,60,60,70,3,False
446,478,478,"Bibarel","Normal","Water",79,85,60,55,60,71,4,False,"Mismagius","Ghost","",60,60,60,105,105,105,4,False
445,350,350,"Bidoof","Normal","",59,45,40,35,40,31,4,False,"Mega Sharpedo","Water","Dark",70,140,70,110,65,105,3,False
115,730,115,"Hitmonlee","Fighting","",50,120,53,35,110,87,1,False,"Fletchling","Normal","Flying",45,50,43,40,38,62,6,False
138,596,138,"Mega Pinsir","Bug","Flying",65,155,120,65,90,105,1,False,"Tympole","Water","",50,50,40,50,40,64,5,False
536,52,536,"Fan Rotom","Electric","Flying",50,65,107,105,107,86,4,False,"Paras","Bug","Grass",35,70,55,45,55,25,1,False
395,210,395,"Wynaut","Psychic","",95,23,48,23,48,23,3,False,"Wooper","Water","Ground",55,45,45,25,25,15,2,False
186,16,16,"Lanturn","Water","Electric",125,58,58,76,76,67,2,False,"Butterfree","Bug","Flying",60,45,50,90,80,70,1,False
787,128,787,"Gourgeist Large Size","Ghost","Grass",75,95,122,58,75,69,6,False,"Goldeen","Water","",45,67,60,35,50,63,1,False
4,320,4,"Mega Venusaur","Grass","Poison",80,100,123,122,120,80,1,False,"Exploud","Normal","",104,91,63,91,73,68,3,False
240,475,475,"Piloswine","Ice","Ground",100,100,80,60,60,50,2,False,"Buneary","Normal","",55,66,44,44,56,85,4,False
387,32,32,"Banette","Ghost","",64,115,65,83,63,65,3,False,"Raichu","Electric","",60,90,55,90,80,110,1,False
189,634,634,"Igglybuff","Normal","Fairy",90,30,15,40,20,15,2,False,"Minccino","Normal","",55,50,40,40,40,75,5,False
527,299,299,"Gallade","Psychic","Fighting",68,125,65,65,115,80,4,False,"Shiftry","Grass","Dark",90,100,60,90,60,80,3,False
432,306,432,"Deoxys Speed Forme","Psychic","",50,95,90,95,90,180,3,True,"Gardevoir","Psychic","Fairy",68,65,65,125,115,80,3,False
732,643,732,"Talonflame","Fire","Flying",78,81,71,74,69,126,6,False,"Swanna","Water","Flying",75,87,63,87,63,98,5,False
751,504,751,"Aegislash Blade Forme","Steel","Ghost",60,150,50,150,50,60,6,False,"Croagunk","Poison","Fighting",48,61,40,61,40,50,4,False
647,592,647,"Deerling","Normal","Grass",60,60,50,40,50,75,5,False,"Mega Audino","Normal","Fairy",103,60,126,80,126,50,5,False
508,669,508,"Lumineon","Water","",69,69,76,69,86,91,4,False,"Litwick","Ghost","Fire",50,30,55,65,55,20,5,False
169,673,169,"Meganium","Grass","",80,82,100,83,100,80,2,False,"Fraxure","Dragon","",66,117,70,40,50,67,5,False
227,748,227,"Granbull","Fairy","",90,120,75,60,60,45,2,False,"Meowstic Female","Psychic","",74,48,76,83,81,104,6,False
509,162,162,"Mantyke","Water","Flying",45,20,50,60,120,50,4,False,"Dragonite","Dragon","Flying",91,134,95,100,100,80,1,False
513,430,513,"Weavile","Dark","Ice",70,120,65,45,85,125,4,False,"DeoxysAttack Forme","Psychic","",50,180,20,180,20,150,3,True
197,207,197,"Mega Ampharos","Electric","Dragon",90,95,105,165,110,45,2,False,"Sunkern","Grass","",30,30,30,30,30,30,2,False
7,29,7,"Charizard","Fire","Flying",78,84,78,109,85,100,1,False,"Ekans","Poison","",35,60,44,40,54,55,1,False
44,204,44,"Ninetales","Fire","",73,76,75,81,100,100,1,False,"Skiploom","Grass","Flying",55,45,50,45,65,80,2,False
127,393,127,"Seadra","Water","",55,65,95,95,45,85,1,False,"Absol","Dark","",65,130,60,75,60,75,3,False
256,605,605,"Tyrogue","Fighting","",35,35,35,35,35,35,2,False,"Whirlipede","Bug","Poison",40,55,99,40,79,47,5,False
458,720,720,"Burmy","Bug","",40,29,45,29,45,36,4,False,"Quilladin","Grass","",61,78,95,56,58,57,6,False
135,311,135,"Electabuzz","Electric","",65,83,57,95,85,105,1,False,"Breloom","Grass","Fighting",60,130,80,60,60,70,3,False
764,199,764,"Clawitzer","Water","",71,73,88,120,89,59,6,False,"Marill","Water","Fairy",70,20,50,20,50,40,2,False
388,569,388,"Mega Banette","Ghost","",64,165,75,93,83,75,3,False,"Purrloin","Dark","",41,50,37,50,37,66,5,False
317,351,351,"Shedinja","Bug","Ghost",1,90,45,30,30,40,3,False,"Wailmer","Water","",130,70,35,70,35,60,3,False
628,448,628,"Archen","Rock","Flying",55,112,45,74,45,70,5,False,"Kricketune","Bug","",77,85,51,55,51,65,4,False
761,80,80,"Skrelp","Poison","Water",50,60,60,60,60,30,6,False,"Tentacruel","Water","Poison",80,70,65,80,120,100,1,False
304,248,248,"Ralts","Psychic","Fairy",28,25,25,45,35,40,3,False,"Houndoom","Dark","Fire",75,90,50,110,80,95,2,False
406,234,234,"Luvdisc","Water","",43,30,55,40,65,97,3,False,"Sneasel","Dark","Ice",55,95,55,35,75,115,2,False
190,743,743,"Togepi","Fairy","",35,20,65,40,65,20,2,False,"Pancham","Fighting","",67,82,62,46,48,43,6,False
742,650,742,"Gogoat","Grass","",123,100,62,97,81,68,6,False,"Karrablast","Bug","",50,75,45,40,45,60,5,False
754,545,545,"Aromatisse","Fairy","",101,72,72,99,89,29,6,False,"Giratina Altered Forme","Ghost","Dragon",150,100,120,100,120,90,4,True
684,100,684,"Golett","Ground","Ghost",59,74,50,35,50,35,5,False,"Gastly","Ghost","Poison",30,35,30,100,35,80,1,False
264,398,398,"Entei","Fire","",115,115,85,90,75,100,2,True,"Mega Glalie","Ice","",80,120,80,120,80,100,3,False
462,3,3,"Mothim","Bug","Flying",70,94,50,94,50,66,4,False,"Venusaur","Grass","Poison",80,82,83,100,100,80,1,False
217,229,229,"Unown","Psychic","",48,72,48,72,48,48,2,False,"Scizor","Bug","Steel",70,130,100,55,80,65,2,False
255,762,762,"Smeargle","Normal","",55,20,35,20,45,75,2,False,"Dragalge","Poison","Dragon",65,75,90,97,123,44,6,False
742,16,16,"Gogoat","Grass","",123,100,62,97,81,68,6,False,"Butterfree","Bug","Flying",60,45,50,90,80,70,1,False
542,738,542,"Palkia","Water","Dragon",90,120,100,150,120,100,4,True,"Flabébé","Fairy","",44,38,39,61,79,42,6,False
359,131,131,"Spinda","Normal","",60,60,60,60,60,60,3,False,"Starmie","Water","Psychic",60,75,85,100,85,115,1,False
45,270,270,"Jigglypuff","Normal","Fairy",115,45,20,45,25,20,1,False,"Lugia","Psychic","Flying",106,90,130,90,154,110,2,True
650,689,689,"Karrablast","Bug","",50,75,45,40,45,60,5,False,"Rufflet","Normal","Flying",70,83,50,37,50,60,5,False
432,532,532,"Deoxys Speed Forme","Psychic","",50,95,90,95,90,180,3,True,"Rotom","Electric","Ghost",50,50,77,95,77,91,4,False
242,251,242,"Remoraid","Water","",35,65,35,65,35,65,2,False,"Phanpy","Ground","",90,60,60,40,40,40,2,False
207,215,215,"Sunkern","Grass","",30,30,30,30,30,30,2,False,"Slowking","Water","Psychic",95,75,80,100,110,30,2,False
611,365,611,"Basculin","Water","",70,92,65,80,55,98,5,False,"Swablu","Normal","Flying",45,40,60,40,75,50,3,False
742,369,742,"Gogoat","Grass","",123,100,62,97,81,68,6,False,"Seviper","Poison","",73,100,60,100,60,65,3,False
422,26,26,"Kyogre","Water","",100,100,90,150,140,90,3,True,"Raticate","Normal","",55,81,60,50,70,97,1,False
262,660,660,"Blissey","Normal","",255,10,10,75,135,55,2,False,"Ferrothorn","Grass","Steel",74,94,131,54,116,20,5,False
4,393,4,"Mega Venusaur","Grass","Poison",80,100,123,122,120,80,1,False,"Absol","Dark","",65,130,60,75,60,75,3,False
685,550,550,"Golurk","Ground","Ghost",89,124,80,55,80,55,5,False,"Darkrai","Dark","",70,90,90,135,90,125,4,True
667,269,269,"Elgyem","Psychic","",55,55,55,85,55,30,5,False,"Mega Tyranitar","Rock","Dark",100,164,150,95,120,71,2,False
535,159,159,"Frost Rotom","Electric","Ice",50,65,107,105,107,86,4,False,"Moltres","Fire","Flying",90,100,90,125,85,90,1,True
116,498,498,"Hitmonchan","Fighting","",50,105,79,35,110,76,1,False,"Lucario","Fighting","Steel",70,110,70,115,70,90,4,False
642,369,369,"Ducklett","Water","Flying",62,44,50,44,50,55,5,False,"Seviper","Poison","",73,100,60,100,60,65,3,False
208,441,441,"Sunflora","Grass","",75,75,55,105,85,30,2,False,"Empoleon","Water","Steel",84,86,88,111,101,60,4,False
755,453,453,"Swirlix","Fairy","",62,48,66,59,57,49,6,False,"Roserade","Grass","Poison",60,70,65,125,105,90,4,False
304,571,571,"Ralts","Psychic","Fairy",28,25,25,45,35,40,3,False,"Pansage","Grass","",50,53,48,53,48,64,5,False
771,717,717,"Sylveon","Fairy","",95,65,65,110,130,60,6,False,"Meloetta Pirouette Forme","Normal","Fighting",100,128,90,77,77,128,5,False
205,59,59,"Jumpluff","Grass","Flying",75,55,70,55,95,110,2,False,"Persian","Normal","",65,70,60,65,65,115,1,False
424,641,424,"Groudon","Ground","",100,150,140,100,90,90,3,True,"Reuniclus","Psychic","",110,65,75,125,85,30,5,False
29,371,371,"Ekans","Poison","",35,60,44,40,54,55,1,False,"Solrock","Rock","Psychic",70,95,85,55,65,70,3,False
72,669,72,"Mega Alakazam","Psychic","",55,50,65,175,95,150,1,False,"Litwick","Ghost","Fire",50,30,55,65,55,20,5,False
437,169,437,"Monferno","Fire","Fighting",64,78,52,78,52,81,4,False,"Meganium","Grass","",80,82,100,83,100,80,2,False
390,409,409,"Dusclops","Ghost","",40,70,130,60,130,25,3,False,"Salamence","Dragon","Flying",95,135,80,110,80,100,3,False
212,504,212,"Espeon","Psychic","",65,65,60,130,95,110,2,False,"Croagunk","Poison","Fighting",48,61,40,61,40,50,4,False
67,108,67,"Poliwhirl","Water","",65,65,65,50,50,90,1,False,"Kingler","Water","",55,130,115,50,50,75,1,False
446,247,446,"Bibarel","Normal","Water",79,85,60,55,60,71,4,False,"Houndour","Dark","Fire",45,60,30,80,50,65,2,False
338,749,749,"Electrike","Electric","",40,45,40,65,40,65,3,False,"Honedge","Steel","Ghost",45,80,100,35,37,28,6,False
502,620,502,"Skorupi","Poison","Bug",40,50,90,30,55,65,4,False,"Crustle","Bug","Rock",70,95,125,65,75,45,5,False
337,593,337,"Mega Medicham","Fighting","Psychic",60,100,85,80,85,100,3,False,"Timburr","Fighting","",75,80,55,25,35,35,5,False
335,213,213,"Meditite","Fighting","Psychic",30,40,55,40,55,60,3,False,"Umbreon","Dark","",95,65,110,60,130,65,2,False
154,485,154,"Aerodactyl","Rock","Flying",80,105,65,60,75,130,1,False,"Bronzor","Steel","Psychic",57,24,86,24,86,23,4,False
152,394,394,"Kabuto","Rock","Water",30,80,90,55,45,55,1,False,"Mega Absol","Dark","",65,150,60,115,60,115,3,False
529,521,521,"Probopass","Rock","Steel",60,55,145,75,150,40,4,False,"Yanmega","Bug","Flying",86,76,86,116,56,95,4,False
644,609,644,"Vanillite","Ice","",36,50,50,65,60,44,5,False,"Petilil","Grass","",45,35,50,70,50,30,5,False
385,433,385,"Kecleon","Normal","",60,90,70,60,120,40,3,False,"Turtwig","Grass","",55,68,64,45,55,31,4,False
663,713,713,"Klinklang","Steel","",60,100,115,70,85,90,5,False,"Kyurem White Kyurem","Dragon","Ice",125,120,90,170,100,95,5,True
240,481,481,"Piloswine","Ice","Ground",100,100,80,60,60,50,2,False,"Purugly","Normal","",71,82,64,64,59,112,4,False
687,455,687,"Bisharp","Dark","Steel",65,125,100,60,70,70,5,False,"Rampardos","Rock","",97,165,60,65,50,58,4,False
238,498,498,"Magcargo","Fire","Rock",50,50,120,80,80,30,2,False,"Lucario","Fighting","Steel",70,110,70,115,70,90,4,False
658,28,658,"Galvantula","Bug","Electric",70,77,60,97,60,108,5,False,"Fearow","Normal","Flying",65,90,65,61,61,100,1,False
594,516,516,"Gurdurr","Fighting","",85,105,85,40,50,40,5,False,"Rhyperior","Ground","Rock",115,140,130,55,55,40,4,False
641,738,738,"Reuniclus","Psychic","",110,65,75,125,85,30,5,False,"Flabébé","Fairy","",44,38,39,61,79,42,6,False
578,93,93,"Musharna","Psychic","",116,55,85,107,95,29,5,False,"Dodrio","Normal","Flying",60,110,70,60,60,100,1,False
249,677,249,"Mega Houndoom","Dark","Fire",75,90,90,140,90,115,2,False,"Cryogonal","Ice","",70,50,30,95,135,105,5,False
728,39,39,"Bunnelby","Normal","",38,36,38,32,36,57,6,False,"Nidorino","Poison","",61,72,57,55,55,65,1,False
700,757,700,"Cobalion","Steel","Fighting",91,90,129,90,72,108,5,True,"Inkay","Dark","Psychic",53,54,53,37,46,45,6,False
308,710,710,"Surskit","Bug","Water",40,30,32,50,52,65,3,False,"Landorus Therian Forme","Ground","Flying",89,145,90,105,80,91,5,True
719,55,55,"Chespin","Grass","",56,61,65,48,45,38,6,False,"Venomoth","Bug","Poison",70,65,60,90,75,90,1,False
517,457,517,"Tangrowth","Grass","",100,100,125,110,50,50,4,False,"Bastiodon","Rock","Steel",60,52,168,47,138,30,4,False
395,501,501,"Wynaut","Psychic","",95,23,48,23,48,23,3,False,"Hippowdon","Ground","",108,112,118,68,72,47,4,False
651,328,328,"Escavalier","Bug","Steel",70,135,105,60,105,20,5,False,"Mega Sableye","Dark","Ghost",50,85,125,85,115,20,3,False
764,8,8,"Clawitzer","Water","",71,73,88,120,89,59,6,False,"Mega Charizard X","Fire","Dragon",78,130,111,130,85,100,1,False
159,381,159,"Moltres","Fire","Flying",90,100,90,125,85,90,1,True,"Armaldo","Rock","Bug",75,125,100,70,80,45,3,False
243,87,243,"Octillery","Water","",75,105,75,105,75,45,2,False,"Slowbro","Water","Psychic",95,75,110,100,80,30,1,False
376,670,670,"Baltoy","Ground","Psychic",40,40,55,40,70,55,3,False,"Lampent","Ghost","Fire",60,40,60,95,60,55,5,False
781,224,781,"Pumpkaboo Average Size","Ghost","Grass",49,66,70,44,55,51,6,False,"Steelix","Steel","Ground",75,85,200,55,65,30,2,False
590,91,590,"Excadrill","Ground","Steel",110,135,60,50,65,88,5,False,"Farfetch'd","Normal","Flying",52,65,55,58,62,60,1,False
654,604,604,"Frillish","Water","Ghost",55,40,50,65,85,40,5,False,"Venipede","Bug","Poison",30,45,59,30,39,57,5,False
281,170,170,"Mudkip","Water","",50,70,50,50,50,40,3,False,"Cyndaquil","Fire","",39,52,43,60,50,65,2,False
631,204,204,"Garbodor","Poison","",80,95,82,60,82,75,5,False,"Skiploom","Grass","Flying",55,45,50,45,65,80,2,False
613,121,613,"Krokorok","Ground","Dark",60,82,45,45,45,74,5,False,"Rhydon","Ground","Rock",105,130,120,45,45,40,1,False
663,298,663,"Klinklang","Steel","",60,100,115,70,85,90,5,False,"Nuzleaf","Grass","Dark",70,70,40,60,40,60,3,False
431,785,431,"Deoxys Defense Forme","Psychic","",50,70,160,70,160,90,3,True,"Gourgeist Average Size","Ghost","Grass",65,90,122,58,75,84,6,False
562,603,603,"Dewott","Water","",75,75,60,83,60,60,5,False,"Leavanny","Bug","Grass",75,103,80,70,80,92,5,False
691,429,691,"Vullaby","Dark","Flying",70,55,75,45,65,60,5,False,"Deoxys Normal Forme","Psychic","",50,150,50,150,50,150,3,True
670,308,308,"Lampent","Ghost","Fire",60,40,60,95,60,55,5,False,"Surskit","Bug","Water",40,30,32,50,52,65,3,False
316,92,316,"Ninjask","Bug","Flying",61,90,45,50,50,160,3,False,"Doduo","Normal","Flying",35,85,45,35,35,75,1,False
242,174,242,"Remoraid","Water","",35,65,35,65,35,65,2,False,"Croconaw","Water","",65,80,80,59,63,58,2,False
275,243,275,"Sceptile","Grass","",70,85,65,105,85,120,3,False,"Octillery","Water","",75,105,75,105,75,45,2,False
535,550,550,"Frost Rotom","Electric","Ice",50,65,107,105,107,86,4,False,"Darkrai","Dark","",70,90,90,135,90,125,4,True
438,613,438,"Infernape","Fire","Fighting",76,104,71,104,71,108,4,False,"Krokorok","Ground","Dark",60,82,45,45,45,74,5,False
690,798,690,"Braviary","Normal","Flying",100,123,75,57,75,80,5,False,"Hoopa Confined","Psychic","Ghost",80,110,60,150,130,70,6,True
632,214,214,"Zorua","Dark","",40,65,40,80,40,65,5,False,"Murkrow","Dark","Flying",60,85,42,85,42,91,2,False
9,578,9,"Mega Charizard Y","Fire","Flying",78,104,78,159,115,100,1,False,"Musharna","Psychic","",116,55,85,107,95,29,5,False
201,174,174,"Sudowoodo","Rock","",70,100,115,30,65,30,2,False,"Croconaw","Water","",65,80,80,59,63,58,2,False
467,271,467,"Floatzel","Water","",85,105,55,85,50,115,4,False,"Ho-oh","Fire","Flying",106,130,90,110,154,90,2,True
420,581,420,"Latios","Dragon","Psychic",80,90,80,130,110,110,3,True,"Unfezant","Normal","Flying",80,115,80,65,55,93,5,False
445,156,445,"Bidoof","Normal","",59,45,40,35,40,31,4,False,"Snorlax","Normal","",160,110,65,65,110,30,1,False
198,554,554,"Bellossom","Grass","",75,80,95,90,100,50,2,False,"Victini","Psychic","Fire",100,100,100,100,100,100,5,True
671,31,31,"Chandelure","Ghost","Fire",60,55,90,145,90,80,5,False,"Pikachu","Electric","",35,55,40,50,50,90,1,False
26,162,26,"Raticate","Normal","",55,81,60,50,70,97,1,False,"Dragonite","Dragon","Flying",91,134,95,100,100,80,1,False
698,688,698,"Larvesta","Bug","Fire",55,85,55,50,55,60,5,False,"Bouffalant","Normal","",95,110,95,40,95,55,5,False
674,140,674,"Haxorus","Dragon","",76,147,90,60,70,97,5,False,"Magikarp","Water","",20,10,55,15,20,80,1,False
317,598,598,"Shedinja","Bug","Ghost",1,90,45,30,30,40,3,False,"Seismitoad","Water","Ground",105,95,75,85,75,74,5,False
442,525,442,"Starly","Normal","Flying",40,55,30,30,30,60,4,False,"Mamoswine","Ice","Ground",110,130,80,70,60,80,4,False
353,706,706,"Numel","Fire","Ground",60,60,40,65,45,35,3,False,"Thundurus Therian Forme","Electric","Flying",79,105,70,145,80,101,5,True
416,342,342,"Regice","Ice","",80,50,100,100,200,50,3,True,"Minun","Electric","",60,40,50,75,85,95,3,False
429,128,429,"Deoxys Normal Forme","Psychic","",50,150,50,150,50,150,3,True,"Goldeen","Water","",45,67,60,35,50,63,1,False
247,518,518,"Houndour","Dark","Fire",45,60,30,80,50,65,2,False,"Electivire","Electric","",75,123,67,95,85,95,4,False
600,391,600,"Sawk","Fighting","",75,125,75,30,75,85,5,False,"Tropius","Grass","Flying",99,68,83,72,87,51,3,False
746,108,108,"Espurr","Psychic","",62,48,54,63,60,68,6,False,"Kingler","Water","",55,130,115,50,50,75,1,False
111,223,223,"Exeggcute","Grass","Psychic",60,40,80,60,45,40,1,False,"Gligar","Ground","Flying",65,75,105,35,65,85,2,False
264,559,264,"Entei","Fire","",115,115,85,90,75,100,2,True,"Pignite","Fire","Fighting",90,93,55,70,55,55,5,False
546,480,480,"Giratina Origin Forme","Ghost","Dragon",150,120,100,120,100,90,4,True,"Glameow","Normal","",49,55,42,42,37,85,4,False
170,328,328,"Cyndaquil","Fire","",39,52,43,60,50,65,2,False,"Mega Sableye","Dark","Ghost",50,85,125,85,115,20,3,False
773,455,773,"Dedenne","Electric","Fairy",67,58,57,81,67,101,6,False,"Rampardos","Rock","",97,165,60,65,50,58,4,False
631,561,631,"Garbodor","Poison","",80,95,82,60,82,75,5,False,"Oshawott","Water","",55,55,45,63,45,45,5,False
783,408,408,"Pumpkaboo Large Size","Ghost","Grass",54,66,70,44,55,46,6,False,"Shelgon","Dragon","",65,95,100,60,50,50,3,False
134,398,398,"Jynx","Ice","Psychic",65,50,35,115,95,95,1,False,"Mega Glalie","Ice","",80,120,80,120,80,100,3,False
441,112,441,"Empoleon","Water","Steel",84,86,88,111,101,60,4,False,"Exeggutor","Grass","Psychic",95,95,85,125,65,55,1,False
91,60,91,"Farfetch'd","Normal","Flying",52,65,55,58,62,60,1,False,"Psyduck","Water","",50,52,48,65,50,55,1,False
768,256,768,"Tyrantrum","Rock","Dragon",82,121,119,69,59,71,6,False,"Tyrogue","Fighting","",35,35,35,35,35,35,2,False
40,682,682,"Nidoking","Poison","Ground",81,102,77,85,75,85,1,False,"Mienshao","Fighting","",65,125,60,95,60,105,5,False
107,51,51,"Krabby","Water","",30,105,90,25,25,50,1,False,"Vileplume","Grass","Poison",75,80,85,110,90,50,1,False
636,175,175,"Gothita","Psychic","",45,30,50,55,65,45,5,False,"Feraligatr","Water","",85,105,100,79,83,78,2,False
40,738,40,"Nidoking","Poison","Ground",81,102,77,85,75,85,1,False,"Flabébé","Fairy","",44,38,39,61,79,42,6,False
71,369,71,"Alakazam","Psychic","",55,50,45,135,95,120,1,False,"Seviper","Poison","",73,100,60,100,60,65,3,False
196,94,196,"Ampharos","Electric","",90,75,85,115,90,55,2,False,"Seel","Water","",65,45,55,45,70,45,1,False
457,767,767,"Bastiodon","Rock","Steel",60,52,168,47,138,30,4,False,"Tyrunt","Rock","Dragon",58,89,77,45,45,48,6,False
218,500,218,"Wobbuffet","Psychic","",190,33,58,33,58,33,2,False,"Hippopotas","Ground","",68,72,78,38,42,32,4,False
780,181,181,"Trevenant","Ghost","Grass",85,110,76,65,82,56,6,False,"Ledian","Bug","Flying",55,35,50,55,110,85,2,False
423,557,557,"Primal Kyogre","Water","",100,150,90,180,160,90,3,True,"Serperior","Grass","",75,75,95,75,95,113,5,False
564,339,339,"Patrat","Normal","",45,55,39,35,39,42,5,False,"Manectric","Electric","",70,75,60,105,60,105,3,False
578,396,396,"Musharna","Psychic","",116,55,85,107,95,29,5,False,"Snorunt","Ice","",50,50,50,50,50,50,3,False
282,338,338,"Marshtomp","Water","Ground",70,85,70,60,70,50,3,False,"Electrike","Electric","",40,45,40,65,40,65,3,False
377,176,377,"Claydol","Ground","Psychic",60,70,105,70,120,75,3,False,"Sentret","Normal","",35,46,34,35,45,20,2,False
610,528,528,"Lilligant","Grass","",70,60,75,110,75,90,5,False,"Mega Gallade","Psychic","Fighting",68,165,95,65,115,110,4,False
163,118,163,"Mewtwo","Psychic","",106,110,90,154,90,130,1,True,"Koffing","Poison","",40,65,95,60,45,35,1,False
234,110,110,"Sneasel","Dark","Ice",55,95,55,35,75,115,2,False,"Electrode","Electric","",60,50,70,80,80,140,1,False
99,584,99,"Cloyster","Water","Ice",50,95,180,85,45,70,1,False,"Roggenrola","Rock","",55,75,85,25,25,15,5,False
544,662,544,"Regigigas","Normal","",110,160,110,80,110,100,4,True,"Klang","Steel","",60,80,95,70,85,50,5,False
451,721,451,"Luxray","Electric","",80,120,79,95,79,70,4,False,"Chesnaught","Grass","Fighting",88,107,122,74,75,64,6,False
503,263,263,"Drapion","Poison","Dark",70,90,110,60,75,95,4,False,"Raikou","Electric","",90,85,75,115,100,115,2,True
523,309,523,"Glaceon","Ice","",65,60,110,130,95,65,4,False,"Masquerain","Bug","Flying",70,60,62,80,82,60,3,False
277,402,277,"Torchic","Fire","",45,60,40,70,50,45,3,False,"Clamperl","Water","",35,64,85,74,55,32,3,False
538,410,410,"Uxie","Psychic","",75,75,130,75,130,95,4,True,"Mega Salamence","Dragon","Flying",95,145,130,120,90,120,3,False
461,487,461,"Wormadam Trash Cloak","Bug","Steel",60,69,95,69,95,36,4,False,"Bonsly","Rock","",50,80,95,10,45,10,4,False
1,252,252,"Bulbasaur","Grass","Poison",45,49,49,65,65,45,1,False,"Donphan","Ground","",90,120,120,60,60,50,2,False
463,213,463,"Combee","Bug","Flying",30,30,42,30,42,70,4,False,"Umbreon","Dark","",95,65,110,60,130,65,2,False
666,625,666,"Eelektross","Electric","",85,115,80,105,80,50,5,False,"Cofagrigus","Ghost","",58,50,145,95,105,30,5,False
318,677,677,"Whismur","Normal","",64,51,23,51,23,28,3,False,"Cryogonal","Ice","",70,50,30,95,135,105,5,False
250,213,250,"Kingdra","Water","Dragon",75,95,95,95,95,85,2,False,"Umbreon","Dark","",95,65,110,60,130,65,2,False
348,749,348,"Carvanha","Water","Dark",45,90,20,65,20,65,3,False,"Honedge","Steel","Ghost",45,80,100,35,37,28,6,False
192,484,484,"Natu","Psychic","Flying",40,50,45,70,45,70,2,False,"Skuntank","Poison","Dark",103,93,67,71,61,84,4,False
770,797,797,"Aurorus","Rock","Ice",123,77,72,99,92,58,6,False,"Mega Diancie","Rock","Fairy",50,160,110,160,110,110,6,True
603,265,603,"Leavanny","Bug","Grass",75,103,80,70,80,92,5,False,"Suicune","Water","",100,75,115,90,115,85,2,True
356,218,218,"Torkoal","Fire","",70,85,140,85,70,20,3,False,"Wobbuffet","Psychic","",190,33,58,33,58,33,2,False
117,42,42,"Lickitung","Normal","",90,55,75,60,75,30,1,False,"Clefable","Fairy","",95,70,73,95,90,60,1,False
133,455,133,"Scyther","Bug","Flying",70,110,80,55,80,105,1,False,"Rampardos","Rock","",97,165,60,65,50,58,4,False
674,669,674,"Haxorus","Dragon","",76,147,90,60,70,97,5,False,"Litwick","Ghost","Fire",50,30,55,65,55,20,5,False
95,717,717,"Dewgong","Water","Ice",90,70,80,70,95,70,1,False,"Meloetta Pirouette Forme","Normal","Fighting",100,128,90,77,77,128,5,False
255,410,410,"Smeargle","Normal","",55,20,35,20,45,75,2,False,"Mega Salamence","Dragon","Flying",95,145,130,120,90,120,3,False
271,646,271,"Ho-oh","Fire","Flying",106,130,90,110,154,90,2,True,"Vanilluxe","Ice","",71,95,85,110,95,79,5,False
465,510,465,"Pachirisu","Electric","",60,45,70,45,90,95,4,False,"Snover","Grass","Ice",60,62,50,62,60,40,4,False
